album,year,song,lyrics
scorpion,2018,Talk Up,Ayy ayy Lot of 6's in here tonight Yeah yeah ayy Ten of us we movin' as one I'm so proud of who I've become You might think I've taken some lumps Only if we talkin' 'bout sums (yeah) Intentions are pure they cannot tell me relax My mentions are jokes but they never give me the facts This's and that can't be ignorin' the stats Based off of that they gotta run me the Max They gotta run me the Max they gotta double the racks They had it set up for real but they didn't come with the slaps When I heard the shit I was skippin' through that If I get it trippin' it's no comin' back I don't understand these niggas gotta adapt You know where I'm at I put the 6 on the map Your shorty was bent she wanted to vent I promise it fell in my lap My money is young my problems are old I promise I'm bridgin' the gap You know what I'm sayin'? (woo!) Ayy ayy yeah You know what I'm sayin'? (Gyeah gyeah gyeah gyeah) Niggas provoke this shit ain't a joke man nobody playin' He's at the top and he's at the top but nobody stayin' These niggas around but they ain't around You know what I'm sayin'? Say that they down when they shit is down You know what I'm sayin'? Yeah you know what I'm sayin'? Ayy ayy yeah You know what I'm sayin'? Yo get close enough to HOV smell like a kilo still First album 26 I ain't need no deal Already a hood legend I ain't need no shine First Rollie flooded out I ain't see no time woah Stand up niggas we only duckin' indictments Dope boys off white lookin' like soft white on 'em heh You know what I'm sayin'? We in the buildin' we came for a billion ain't nobody playin' Live every word that I'm rappin' Said I lost 90 bricks and it happened You probably wouldn't believe everything that you seein' right now If it wasn't live action I ain't on the 'Gram they record who I am God to these dope boys how do you not be a HOV fan? I'm what Meech shoulda been I'm what Supreme didn't become If Alpo didn't snitch niggas'd be like Young I got your President tweetin' I won't even meet with him Y'all killed X and let Zimmerman live shhh s streets is done You know what I'm sayin'? Ayy ayy yeah You know what I'm sayin'?
scorpion,2018,Is There More,"Only holdin' up I do is my end of the bargain Only beggin' that I do is me beggin' your pardon Only tryin' that I do is me tryin' the hardest Only problems I do are math problems with profit Only lyin' I do is lyin' out in the tropics Only cryin' I do is cryin' from laughin' 'bout it Only lackin' I can do is my lack of responses Only rest that I do is ""Where the rest of my commas?"" Still I rise Maya Angelou vibes When life comin' at you from all angles and sides And they don't wanna see that you smilin' from inside It really boils down to how you plan to survive Love certain ones but never get attached to 'em Give 'em nice things but what's that to 'em? Especially when another girl I flew in is flickin' up in my bathroom And they recognize the bathroom All hell starts to break loose in my texts I only tell lies to who I gotta protect I would rather have you remember me how we met I would rather lose my leg than lose their respect But that'll never happen the way I'm watchin' my step That ain't what I'm 'bout I'm in control of my destiny never in doubt If I can't make it with you I'll make it without They say take the good with the bad I'll take it without Houston women I wine and dine and take to the house My moral compass is janky it breaks in the South Is there more to life than digits and bankin' accounts? Is there more to life than sayin' I figured it out? Is there more? Yeah Sweeter the berry the blacker the juice The Boy is back in the booth ready to tap into truth Too many lyrics 'bout houses and loot Too many Walt Disney characters mouses and goofs I mean you know I love a challenge but challenged by who? I'll let you bring a thousand recruits My peers are a talented group But even if you take all their statistics and carry the two Even if you rounded up the numbers and rounded the troops There's still nothin' they could really do It's too bad reality checks don't cover the balances due Whenever it's time to recoup Yeah soon as this album drop I'm out of the deal In the house playin' D'Angelo ""How Does It Feel?"" I got a fear of havin' things on my mind when I die What you got? Time on your hands or time on your side? Is there any sense in doin' these songs when I'm high? Is there more to life than goin' on trips to Dubai? Yachts on the 4th of July G5 soarin' the skies Is there more to life than all of these corporate ties And all of these fortunate times And all of these asses that never come in proportionate size? Am I missin' somethin' that's more important to find? Like healin' my soul like family time Is there more to life than just when I'm feelin' alive? Is there more? Passion instant Sweat beads feel me (feel me) Cupid's shot me My heartbeat's racing (my heartbeat's racing) Tempt me drive me (tempt me) It feels so exciting Thought of highly (highly) It's yours entirely I'll be I'll be more than a lover More than a woman More than a lover for you"
scorpion,2018,Peak,"Treat you like princess Rest in heaven Diana Piquing my interest She got peak like Montana England breeds proper girls Where are all your good manners? Reply with pleasantries Honestly I can't stand ya Oh oh oh oh Oh oh oh you gon' make me turn up on you Oh oh oh oh Oh oh oh you gon' make me turn up on you What you thought of me? Never had me missin' a beat That's just a view from a cheap seat They don't want problems with me Talk used to be cheap nowadays it's free People are only as tough as they phone allows them to be Girl that could never be me I found my peace I'm about to say my piece You might not agree with me ""Bitch been with this boy yeah for 4 weeks"" ""I told her go on a date"" ""All of a sudden she married"" ""[?] bloodclaat married"" Oh oh oh oh Oh oh oh you gon' make me turn up on you Oh oh oh oh Oh oh oh you gon' make me turn up on you    What I'm sayin' in today really at our big Big age if you're gettin' with someone right now And you're linking them for couple weeks They should know 'This is the girl I kinda want to see' So lemme lock off the ting But obviously in the world that we live in today is not like that    He is... did that    but obviously it takes time    You're chattin' shit First of all you shouldn't have no problems at the beginning It should be like honeymoon     That's what I said that's what I said! The beginning is always honeymoon season    Yeah well you overdo it and he's overdoin' it Both of you are overdoin' it right now    Yeah well alright"
scorpion,2018,Summer Games,"I think you're changin' your mind Startin' to see it in your eyes I used to love a good surprise And now I'd rather know ahead of time You said ""I love you"" too fast So much for that girl summer just started and we're already done Yeah you say I led you on but you followed me I follow one of your friends you unfollow me Then you block them so they can't see you likin' someone just like me I expected more from you honestly Said you want a simple life and that's not me How you go from that to endin' up with someone just like...? How can you be angry on a night in July And be warm with me when it's freezin' outside? You're confusin' me don't have me wastin' my time Yeah you said ""I love you"" too fast So much for that girl summer just started and we're already done I kept you decent I kept you sane I kept it peaceful don't lie I kept it decent even the secrets Kept it between you and I Breakin' my heart tearin' me apart Breakin' me down when I'm already down Breakin' my heart  breakin' my heart  breakin' my heart Breakin' my heart  breakin' my heart  Brea  brea  brea  brea  brea  brea  brea  brea Breakin' my heart tearin' me apart Breakin' me down when I'm already down Breakin' my heart  breakin' my heart  breakin' my heart Breakin' my heart  breakin' my heart  Brea  brea  brea  brea  brea  brea  brea  brea  brea You said ""I love you"" too fast So much for that girl summer just started and we're already done How can you be angry on a night in July And be warm with me when it's freezin' outside? You're confusin' me don't have me wastin' my time Yeah you said ""I love you"" too fast So much for that girl summer just started and we're already done"
scorpion,2018,Jaded,Ayy yeah Dogs on this side dogs over on this side Yeah Leavin' me (leavin' me) Dippin' out on me (on me) Already got what you needed I guess Quickly (quickly) learned yourself through me (through me) Already gave you what you needed I guess (ooh yeah) I guess (yeah) yeah That's why I'm not with nobody (ooh yeah) 'Cause I don't wanna hurt nobody (ooh yeah) Did it over text didn't call me (ooh yeah) Still got love for you mami I know you wanna be somebody Even if you gotta leave somebody (body) yeah Yes I'm hurting yes I'm jaded (jaded) Most of these things I don't wanna say (jaded) I wanna be around while you chasin' (while you chasin' it) You wanna hit me up when you make it You'll try and come back when you famous I always want the truth but it's dangerous (dangerous oh) You got somethin' real not basic (ooh yeah) You wanna get with me stop Yes I'm hurting yes I'm jaded (jaded) Most of these things I don't wanna say (say) I wanna be around while you chasin' (Wanna be around wanna be around) You wanna hit me up when you make it (ooh yeah) You'll try and come back when you famous (Back around back around) I always want the truth but it's dangerous (dangerous) You got somethin' real not basic You wanna get with me stop (playin') Yeah Dogs on this side dogs over on this side (Ooh yeah ooh yeah ooh yeah) Ayy told me about all your insecurities for what? Dragged me like two hours to your family's house for what? Said you need some time but I should stick around for what? Always felt like stickin' 'round's the same as bein' stuck And like guns with the inkin' you're gettin' under my skin Pretty little young thing (young thing) Had a nigga convinced got me too excited Yeah you played me you played me you played me Low down dirty shameful crazy I need to know how the new nigga you got does the same thing I do for a living but is way less wavy How you even managin' to keep straight faces In all the pictures that I seen lately Lord knows you still look amazin' That's besides the point I'm makin' You're way too opinionated Have to force it have to fake it You have potential I coulda shaped it You went and caved in (ooh yeah) We coulda waited I wasn't rushin' differences in ages You're old enough but you're still a baby You've shared stories where you did amazin' Things to be loyal things to be patient That was before me I musta changed it Shifted your focus lens lookin' jaded (jaded) Most of these things I don't wanna say I wanna be around while you chasin' (while you chasin' it) You wanna hit me up when you make it You'll try and come back when you famous (Back around back around) Dogs on this side dogs over on this side You wanna get with me stop (playin')
scorpion,2018,Nice For What,I wonder who mothafucking representin' in here tonight Hold on hold on I keep letting you back in How can I explain myself? Care for me care for me! I know you care for me! There for me there for me! (Louisiana shit) Said you'd be there for me! Cry for me cry for me! (Murda on the beat) You said you'd die for me! Give to me give to me! Why won't you live for me?! I keep letting you back in How can I explain myself? Care for me care for me! I know you care for me! There for me there for me! (A song for y'all to cut up to you know?) Said you'd be there for me! Cry for me cry for me! (Yeah) You said you'd die for me! Give to me give to me! Why won't you live for me?! Everybody get your mothafuckin' roll on I know shorty and she doesn't want no slow song Had it made last year life goes on Haven't let that thing loose girl in so long You been inside know you like to lay low I've been peepin' what you bringin' to the table Workin' hard girl everything paid for First last phone bill car note cable With your phone out gotta hit them angles With your phone out snappin' like you Fabo And you showin' off but it's alright And you showin' off but it's alright It's a short life yuh Care for me care for me! I know you care for me! There for me there for me! Said you'd be there for me! Cry for me cry for me! You said you'd die for me! Give to me give to me! Why won't you live for me?! That's a real one in your reflection Without a follow without a mention You rarely pipin' up on these niggas You gotta be nice for what to these niggas I understand you gotta hunnid bands You got it baby Benz You got some bad friends High school pics you was even bad then You ain't stressing off no lover in the past tense You already had then Work at 8am finish around five Hoes talk down you don't see them outside They don't really be the same offline You know dog days you know hard times Doing overtime for the last month Saturday call the girls get em gassed up Gotta hit the club gotta make that ass jump Gotta hit the club like you hit them muthafucking angles With your phone out snappin' like you Fabo And you showin' off but it's alright And you showin' off but it's alright It's a short life yuh These hoes Your boy I may Watch the breakdown Care for me care for me! I know you care for me! There for me there for me! Said you'd be there for me! Cry for me cry for me! You said you'd die for me! Give to me give to me! Why won't you live for me?! Gotta make that jump Gotta make that  Gotta make that  Gotta make that jump Gotta make that  Gotta make that  Gotta make that jump Gotta make that  Gotta make that  That's a real one in your reflection Without a follow without a mention You rarely piping up on these niggas You gotta be nice for what to these niggas I understand Care for me care for me! I know you care for me! There for me there for me! Said you'd be there for me! Cry for me cry for me! You said you'd die for me! Give to me give to me! Why won't you live for me?! Gotta hit the club like you hit them hit them angles It's a short life yuh Cry for me cry for me! You said you'd die for me! Give to me give to me! Why won't you live for me?!
scorpion,2018,Finesse,Yeah Turn everything up Yeah oh yeah Turn everything up a little more I want my baby to have your eyes I'm going against my own advice Should I do New York I can't decide Fashion week is more your thing than mine I can't even lie I'd rather stay inside I can't do suit and tie Can't be in a room with you and stand on different sides One thing at a time I have to learn to hide One thing at a time Emotions running high I wish you felt alright Just hitting my line All the time all the time all the You stay on my mind All the time all the time (yeah) It takes some finesse I seen you finesse He can't know finesse You stay on my mind You and your sister Too hot to handle Things will get cancelled I would make time for you Commitment Going the distance I'm new to all of this It takes some finesse I seen you finesse He can't know finesse You stay on my mind
scorpion,2018,Ratchet Happy Birthday,"It's your fuckin' birthday (oh birthday happy birthday) It's a fuckin' celebration (oh oh) Tonight we celebrate Seems like time's out of our control It's a celebration oh oh It's your birthday baby it's your birthday yeah Who's gonna love you on your worst day? You talk so tough I know you're soft like buttercups Reese's Reese's don't be rediculous Just say your piece and peace up like Ibiza Cool your headtop you hotter than Anita Bakin' baby tell me where I need to... To be to feel and fill that emptiness inside you Petty bullshit shouldn't excite you On your birthday It's your brrrrrrr It's your fuckin' birthday (oh birthday happy birthday) It's a fuckin' celebration (oh oh) Tonight we celebrate Seems like time's out of our control It's a celebration oh oh They tried it they went for it All year and you're still here just ignore it If it ain't the real thing you don't want it GG CC's all on you It's your month and you know it (and you know it) And you know it's real don't gotta say it for you And you know somebody home prayin' for you You say ""Play this shit"" they better play it (ayy play it) For you (for you) On time And I miss the days that you was all mine Haven't been official in a long time So tell me where I need to... To be to feel and fill that emptiness inside you Petty bullshit shouldn't excite you On your birthday It's your brrrrrrr It's your fuckin' birthday (oh birthday happy birthday) It's a fuckin' celebration (oh oh) Tonight we celebrate Seems like time's out of our control It's a celebration oh oh Oh it's your fuckin' birthday Oh oh"
scorpion,2018,Thats How You Feel,Yeah woo I'm just in the cut sittin' sideways Way that you lookin' all the time Time gets to tickin' and it takes a toll Told you I couldn't really draw the line Line ringin' sayin' that you told him things Things that you could've kept inside Sidetrackin' me when I was good to you You were somebody I would stand behind I know you like to drink 'til the sun up Grind 'til you come up Work all winter Shine all summer Ride for your brother You die for your mother Keep that shit a hunna I know you wanna Vacay to a place where you could Take pictures post on Insta' Your friends say they miss ya' But they don't really miss ya' Rule number one to be a boss ass bitch: (uh huh) Never let a clown nigga try to play you (okay) If he play you then rule number two (okay) Is fuck his best friends and make 'em yes men (okay) (Wow that's how you feel?) I'm just in the cut sittin' sideways Way that you lookin' all the time Time and it left you with a broken heart Hardly excuses how you play with mine Mindin' my business and you show up Up to no good I should've seen the signs Signin' me up to do your dirty work Workin' to try to get you off my mind I know you like to drink 'til the sun up Grind 'til you come up Work all winter Shine all summer Ride for your brother You die for your mother Keep that shit a hunna I know you wanna Vacay to a place where you could Take pictures post on Insta' Your friends say they miss ya' But they don't really miss ya' What the fuck this ain't Chanel nigga!? Custom down!? What the fuck I ain't smokin' hot!? Bust me down!? You the same clown nigga that was runnin' me down!? Now you all up in my...'cause you wanna be down!? (okay) (Wow that's how you feel?)
scorpion,2018,Blue Tint,Mario! Hold up Gang gang gang gang gang Look who I'm fucking again I had her on ice but then I watched the ice get thin Now that she's sink or swim She had an attitude in the summer but she bein' nice again Double my price again Top of the charts back in they hearts Nigga he strikes again woah Some niggas bitter with life and they hate me They wanna put knife in my ribs woah Way this shit set up I live like Ronaldo But I never been in Madrid woah She said that that she workin' I told her come over And we can get right at the crib woah She finish at six but than say she got court in the morning To fight for her kid I told her I'd pray for the kid What a time this is To be alive for this shit President doin' us in My window got blue in the tint ooh Did this shit once and I'd do it again Look who I'm fucking again I had her on ice but then I watched the ice get thin Now that she's sink or swim Blue faces I got blue diamonds blue tint yeah Blue faces I got blue diamonds blue tint yeah Jeez! Ayy ayy Look who I'm stuck with again I had on ice but then I watched the ice get so thin Now does she sink or does she swim now ayy 'Cause she bein' nice again Double my price again Top of the charts back in they hearts Nigga he strikes again woah Some niggas bitter with life and they hate me They wanna put knife in my ribs woah Nobody better the show up and running And I could put that on the twins woah We not together but I get the info on you 'Cause I'm nice to your friends Woah woah woah woah Yeah they shouldn't have told me but they did What a time this is To be alive for this shit President doin' us in My window got blue in the tint ayy Did this shit once and I'd do it again Look who I'm fucking again I had her on ice but then I watched the ice get thin Now does she sink or swim? Blue faces I got blue diamonds blue tint yeah Blue faces I got blue diamonds blue tint yeah
more life,2017,Free Smoke,"Is it the strength of your feelings Overthrowing your pain Using you high to be reaching And is it today that you will find your new release And in your wake ripple your sweet voice And more chune for your head tops So watch how you speak on my name you know? Yeah I couldn't get a bill paid You couldn't buy the real thing I was staying up at yo' place Tryin' to figure out the whole thing I saw people doin' things Almost gave up on the music thing But we all so spoiled now More life more everything Must have never had your phone tapped All that yappin' on the phone shit You must really love the road life All that never comin' home shit Free smoke free smoke aye! Free smoke free smoke aye! Free smoke free smoke aye! Dom Rose toast Hidden Hills where I post I start my day slow Silk pajamas when I wake though Miraval to the face though I drunk text J Lo Old number so it bounce back Boi 1da got the bounce back Used to get paid for shows and front door money Five ten twenties hand sanitize after you count that Me and Gibbo was about that Eatin' Applebee's and Outback Southwest no first class Hilton rooms gotta double up Writin' our name on a double cup We ain't even have a tour bus Girls wouldn't even think of recordin' me I fall asleep in sororities I had some different priorities Weezy had all the authority Women I like was ignorin' me Now they like ""Aren't you adorable?"" I know the question rhetorical I took the team plane from Oracle Mama never used to cook much Used to chef KD Now me and Chef KD Bet on shots for twenty G's I brought the game to its knees I make too much these days to ever say ""Poor me"" Where you at? I never see you Free smoke free smoke aye! Free smoke free smoke aye! Free smoke free smoke aye! Niggas moves so waste Please come outside the house and show yourself So I can say it to your face It's bound to happen man it's gotta happen now So let's just get it out the way Lot of niggas goin' bad on me Please one at a time I wanna move to Dubai So I don't never have to kick it with none of you guys I didn't listen to Hov on that old song When he told me pay it no mind I get more satisfaction outta goin' at your head And seein' all of you die And I seen a lot of you die Free smoke free smoke aye! Free smoke free smoke aye! Free smoke free smoke aye! Hidden Hills where I post yeah 'Ye already know yeah I'm the troublemaker in the neighborhood Far as troublemakin' goes yeah House party up the road yeah I'm not Kid 'n Play This kid doesn't play about the flow yeah Y'all keep playin' with your nose yeah You get high and do the most yeah How you let the kid fightin' Ghost writin' rumors turn you to a ghost? Oh you niggas got jokes Free smoke free smoke Baka Yeah we outchea Ya don know aye? It's a OVO ting aye? Ya don know aye? It's a East Side ting aye? Ya don know aye? More life"
